x,sum,gauss
-140.0,5.8773903861913984e-06,3.3136479506262715e-08
-139.839998399984,6.100169254330626e-06,3.627042518477863e-08
-139.679996799968,6.33089054686697e-06,3.968920928270971e-08
-139.519995199952,6.569826238849842e-06,4.341759528338622e-08
-139.359993599936,6.817257931755487e-06,4.74823937226703e-08
-139.19999199992,7.073477256146143e-06,5.19126217984804e-08
-139.03999039990399,7.338786295380541e-06,5.673967458588691e-08
-138.879988799888,7.613498031572764e-06,6.199750863124609e-08
-138.719987199872,7.897936815060753e-06,6.772283874476551e-08
-138.559985599856,8.19243885870628e-06,7.395534885903161e-08
-138.39998399984,8.4973527584146e-06,8.073791787159428e-08
-138.239982399824,8.813040041329963e-06,8.811686144269898e-08
-138.079980799808,9.139875743230507e-06,9.614219077473286e-08
-137.919979199792,9.478249016720328e-06,1.0486788945812589e-07
-137.759977599776,9.82856377188697e-06,1.1435220952922165e-07
-137.59997599976,1.0191239351170253e-05,1.246579879492242e-07
-137.439974399744,1.056671124026478e-05,1.3585298477979366e-07
-137.279972799728,1.0955431816956307e-05,1.480102444001318e-07
-137.11997119971198,1.1357871139875185e-05,1.6120848118286956e-07
-136.959969599696,1.1774517779228907e-05,1.7553249112137058e-07
-136.79996799968,1.2205879691663303e-05,1.9107359097974073e-07
-136.639966399664,1.2652485141482554e-05,2.079300866185367e-07
-136.479964799648,1.3114883670546657e-05,2.262077722342268e-07
-136.31996319963199,1.3593647119252051e-05,2.460204623389134e-07
-136.159961599616,1.4089370701084897e-05,2.6749055839842316e-07
-135.9999599996,1.4602674133329361e-05,2.907496521422811e-07
-135.839958399584,1.5134202826596579e-05,3.1593916765756e-07
-135.679956799568,1.5684629135930165e-05,3.432110444808597e-07
-135.519955199552,1.625465367633201e-05,3.727284640084673e-07
-135.359953599536,1.684500670563575e-05,4.0466662165378784e-07
-135.19995199951998,1.7456449577745176e-05,4.3921354729428606e-07
-135.039950399504,1.808977626933327e-05,4.765709766662367e-07
-134.879948799488,1.8745814983186498e-05,5.169552764858861e-07
-134.719947199472,1.9425429831451286e-05,5.605984261988283e-07
-134.559945599456,2.0129522602121723e-05,6.077490593864974e-07
-134.39994399943998,2.0859034612180643e-05,6.586735679892866e-07
-134.239942399424,2.161494865087089e-05,7.136572726391775e-07
-134.079940799408,2.2398291016647227e-05,7.730056625325122e-07
-133.919939199392,2.3210133651410536e-05,8.370457084132423e-07
-133.759937599376,2.4051596375686533e-05,9.061272523808857e-07
-133.59993599935999,2.4923849228458932e-05,9.806244783837399e-07
-133.439934399344,2.5828114915402888e-05,1.0609374674067682e-06
-133.27993279932798,2.676567136930653e-05,1.1474938415161076e-06
-133.119931199312,2.7737854426483805e-05,1.2407505010755856e-06
-132.959929599296,2.8746060623006983e-05,1.3411954596081158e-06
-132.79992799928,2.9791750114583783e-05,1.449349780932398e-06
-132.639926399264,3.0876449723905184e-05,1.5657696233662445e-06
-132.47992479924798,3.200175611927125e-05,1.6910483959493883e-06
-132.319923199232,3.3169339128267745e-05,1.8258190318007206e-06
-132.159921599216,3.438094519023161e-05,1.97075638388951e-06
-131.9999199992,3.563840095117576e-05,2.126579748662612e-06
-131.839918399184,3.694361700477497e-05,2.294055523134435e-06
-131.67991679916798,3.8298591782926954e-05,2.47400000120928e-06
-131.519915199152,3.970541559928425e-05,2.6672823151673667e-06
-131.35991359913598,4.1166274849041304e-05,2.8748275284076692e-06
-131.19991199912,4.268345636809777e-05,3.0976198856975713e-06
-131.039910399104,4.4259351954568745e-05,3.336706227337214e-06
-130.87990879908799,4.589646305541047e-05,3.5931995737969714e-06
-130.719907199072,4.759740562072516e-05,3.868282887536479e-06
-130.55990559905598,4.9364915128076044e-05,4.163213018857072e-06
-130.39990399904,5.120185177887226e-05,4.479324842777094e-06
-130.239902399024,5.3111205868612434e-05,4.81803559405347e-06
-130.079900799008,5.509610333244719e-05,5.180849407595577e-06
-129.919899198992,5.7159811467190446e-05,5.569362071636235e-06
-129.75989759897598,5.930574483053785e-05,5.985266001132932e-06
-129.59989599896,6.153747131784104e-05,6.430355438968239e-06
-129.43989439894398,6.385871841637442e-05,6.9065318926096485e-06
-129.279892798928,6.627337963654489e-05,7.415809813959556e-06
-129.119891198912,6.878552111902654e-05,7.960322530194216e-06
-128.95988959889598,7.139938841625047e-05,8.542328433432734e-06
-128.79988799888,7.41194134461332e-05,9.164217437114518e-06
-128.63988639886398,7.695022161533261e-05,9.82851770697824e-06
-128.479884798848,7.989663910867216e-05,1.053790267453195e-05
-128.31988319883197,8.29637003407347e-05,1.1295198340887603e-05
-128.15988159881599,8.615665556489735e-05,1.2103390878785335e-05
-127.99987999879998,8.948097863436928e-05,1.2965634540578243e-05
-127.83987839878398,9.294237490899356e-05,1.3885259879852196e-05
-127.67987679876799,9.654678930079049e-05,1.4865782294252817e-05
-127.51987519875199,0.00010030041445035831,1.5910910896948664e-05
-127.35987359873599,0.0001042096990253703,1.7024557723996033e-05
-127.19987199871998,0.00010828135613150165,1.82108472846782e-05
-127.03987039870398,0.00011252237182515749,1.9474126461663905e-05
-126.879868798688,0.00011694001371639827,2.0818974767574515e-05
-126.71986719867199,0.00012154183964944688,2.225021496425782e-05
-126.55986559865599,0.00012633570644710144,2.3772924050737453e-05
-126.39986399863999,0.00013132977870432158,2.5392444625446816e-05
-126.23986239862398,0.00013653253761513408,2.7114396627950554e-05
-126.07986079860798,0.0001419527898158805,2.8944689464915637e-05
-125.91985919859198,0.00014759967622667225,3.0889534524609133e-05
-125.75985759857599,0.00015348268087173777,3.2955458083672434e-05
-125.59985599855999,0.0001596116396581519,3.514931460934945e-05
-125.43985439854399,0.00016599674909121263,3.747830045972496e-05
-125.27985279852798,0.0001726485749035117,3.994996798386794e-05
-125.11985119851198,0.0001795780605734897,4.257224002305309e-05
-124.95984959849598,0.00018679653570802723,4.535342481347271e-05
-124.79984799847999,0.00019431572426235622,4.830223129002898e-05
-124.63984639846399,0.00020214775256933412,5.1427784789930484e-05
-124.47984479844798,0.0002103051571488493,5.4739643153885806e-05
-124.31984319843198,0.00021880089226690674,5.824781322171495e-05
-124.15984159841598,0.0002276483372126844,6.196276771815615e-05
-123.99983999839998,0.00023686130326065126,6.589546252355597e-05
-123.83983839838399,0.00024645404028363256,7.005735432298104e-05
-123.67983679836799,0.00025644124298154986,7.446041862607959e-05
-123.51983519835198,0.000266838056689411,7.911716814875055e-05
-123.35983359833598,0.00027766008272705014,8.404067154636085e-05
-123.19983199831998,0.00028892338325204876,8.92445724868551e-05
-123.03983039830399,0.00030064448557626505,9.474310905066426e-05
-122.87982879828797,0.00031284038590546627,0.00010055113344281944
-122.71982719827199,0.0003255285524606423,0.00010668413200109603
-122.55982559825598,0.00033872692793882227,0.00011315824548243237
-122.39982399823998,0.00035245393127038825,0.00011999028960813967
-122.23982239822398,0.0003667284586293134,0.000127197775846733
-122.07982079820798,0.0003815698836521195,0.00013479893241139619
-121.91981919819199,0.0003969980568208981,0.00014281272544726403
-121.75981759817599,0.00041303330396538643,0.00015125888038181623
-121.59981599815998,0.00042969642383877725,0.0001601579034097137
-121.43981439814398,0.00044700868472187196,0.0001695311030814548
-121.27981279812798,0.0004649918200101006,0.00017940061196315834
-121.11981119811198,0.00048366802273807274,0.00018978940833272453
-120.95980959809597,0.0005030599389965768,0.00020072133787550492
-120.79980799807998,0.0005231906601973077,0.00021222113534045755
-120.63980639806398,0.0005440837141411853,0.0002243144461155962
-120.47980479804798,0.0005657630548467592,0.0002370278476792964
-120.31980319803198,0.0005882530510961386,0.0002503888708818448
-120.15980159801597,0.0006115784736568238,0.0002644260210093092
-119.99979999799999,0.0006357644811390763,0.0002791687985795735
-119.83979839798398,0.0006608366044498252,0.00029464771981811027
-119.67979679796798,0.0006868207298056191,0.00031089433675875525
-119.51979519795198,0.00071374308026898,0.0003279412569125234
-119.35979359793598,0.0007416301957743321,0.0003458221624451948
-119.19979199791997,0.0007705089116118971,0.00036457182880219165
-119.03979039790397,0.0008004063353402183,0.0003842261427170079
-118.87978879788798,0.0008313498221005296,0.00040482211953729195
-118.71978719787198,0.0008633669483088937,0.0004263979198005109
-118.55978559785598,0.0008964854837049333,0.0004489928649890037
-118.39978399783998,0.0009307333617391614,0.00047264745239221394
