x,sum,gauss
-140.0,4.263668874770478e-10,1.2807589394208071e-26
-139.839998399984,4.420689003268533e-10,1.532750489223136e-26
-139.679996799968,4.58329317461807e-10,1.8337969510108904e-26
-139.519995199952,4.751672761782244e-10,2.1933439674422917e-26
-139.359993599936,4.926025445647268e-10,2.622635635920661e-26
-139.19999199992,5.10655541463336e-10,3.135052997261383e-26
-139.03999039990399,5.29347357036164e-10,3.7465154768863257e-26
-138.879988799888,5.486997739552357e-10,4.475956843482777e-26
-138.719987199872,5.687352892335953e-10,5.345889347850474e-26
-138.559985599856,5.894771367162207e-10,6.38307217798498e-26
-138.39998399984,6.109493102498838e-10,7.619303281661882e-26
-138.239982399824,6.331765875516233e-10,9.092357042750645e-26
-138.079980799808,6.561845547959071e-10,1.0847094343603315e-25
-137.919979199792,6.799996319413619e-10,1.2936776310413856e-25
-137.759977599776,7.046490988182226e-10,1.5424618647175641e-25
-137.59997599976,7.301611219985178e-10,1.838563006438466e-25
-137.439974399744,7.565647824714487e-10,2.1908786073807166e-25
-137.279972799728,7.838901041470344e-10,2.6099598553149063e-25
-137.11997119971198,8.121680832118791e-10,3.108315222175782e-25
-136.959969599696,8.414307183613157e-10,3.700769178854729e-25
-136.79996799968,8.71711041933172e-10,4.404885836175611e-25
-136.639966399664,9.030431519687815e-10,5.241469112779202e-25
-136.479964799648,9.354622452277265e-10,6.235153075915934e-25
-136.31996319963199,9.690046511835944e-10,7.41509850205018e-25
-136.159961599616,1.003707867028512e-09,8.81581452167662e-25
-135.9999599996,1.039610593715299e-09,1.0478127518094401e-24
-135.839958399584,1.076752773066619e-09,1.2450323326315515e-24
-135.679956799568,1.1151756259813538e-09,1.4789493323066427e-24
-135.519955199552,1.1549216917694475e-09,1.7563120325540762e-24
-135.359953599536,1.1960348686469427e-09,2.0850946457697668e-24
-135.19995199951998,1.2385604554241873e-09,2.4747172453262677e-24
-135.039950399504,1.2825451944207092e-09,2.9363046424534914e-24
-134.879948799488,1.3280373156415487e-09,3.48299101462238e-24
-134.719947199472,1.3750865822503274e-09,4.130278262910502e-24
-134.559945599456,1.4237443373757035e-09,4.896457447533722e-24
-134.39994399943998,1.4740635522886417e-09,5.803104254902902e-24
-134.239942399424,1.5260988759887943e-09,6.875661324999321e-24
-134.079940799408,1.579906686239727e-09,8.144122459774198e-24
-133.919939199392,1.6355451420932743e-09,9.643836294210057e-24
-133.759937599376,1.6930742379447789e-09,1.141645000288382e-23
-133.59993599935999,1.7525558591619814e-09,1.351101710747721e-23
-133.439934399344,1.8140538393312444e-09,1.5985297527486243e-23
-133.27993279932798,1.8776340191663798e-09,1.8907282773608348e-23
-133.119931199312,1.9433643071260124e-09,2.235698473270368e-23
-132.959929599296,2.0113147417872273e-09,2.6428532964804037e-23
-132.79992799928,2.081557556023994e-09,3.1232632977090176e-23
-132.639926399264,2.1541672430403027e-09,3.6899446732342405e-23
-132.47992479924798,2.2292206243096525e-09,4.3581966893183693e-23
-132.319923199232,2.3067969194730275e-09,5.1459968234316814e-23
-132.159921599216,2.3869778182498812e-09,6.074463354639471e-23
-131.9999199992,2.46984755441725e-09,7.168396752406875e-23
-131.839918399184,2.5554929819139453e-09,8.456913094479498e-23
-131.67991679916798,2.6440036531284243e-09,9.974184932971163e-23
-131.519915199152,2.7354718994298518e-09,1.1760307572656094e-22
-131.35991359913598,2.829992914004257e-09,1.3862311683834633e-22
-131.19991199912,2.927664837058359e-09,1.6335346610082787e-22
-131.039910399104,3.02858884345627e-09,1.924406272523601e-22
-130.87990879908799,3.132869232854956e-09,2.2664225832514507e-22
-130.719907199072,3.2406135224067746e-09,2.668460198411408e-22
-130.55990559905598,3.351932542099029e-09,3.1409157350131004e-22
-130.39990399904,3.466940532801768e-09,3.695962501797149e-22
-130.239902399024,3.585755247097804e-09,4.347849901540135e-22
-130.079900799008,3.7084980529697876e-09,5.113252560434067e-22
