x,sum,gauss
-140.0,8.984130143874548e-15,2.453913064180118e-41
-139.839998399984,9.707668098127587e-15,3.222293845498891e-41
-139.679996799968,1.0488234955216455e-14,4.22953705400454e-41
-139.519995199952,1.1330224082536237e-14,5.549351695173355e-41
-139.359993599936,1.2238359144026099e-14,7.2780224030153e-41
-139.19999199992,1.32177182905968e-14,9.541271408492635e-41
-139.03999039990399,1.4273760072868003e-14,1.2503190114188025e-40
-138.879988799888,1.5412351195120504e-14,1.6377859566401683e-40
-138.719987199872,1.6639796237319294e-14,2.144446294129093e-40
-138.559985599856,1.7962869480498255e-14,2.806693110631625e-40
-138.39998399984,1.9388848979795106e-14,3.6719470182458007e-40
-138.239982399824,2.0925553038989398e-14,4.801971819027903e-40
-138.079980799808,2.258137925056234e-14,6.2771792573881825e-40
-137.919979199792,2.436534627613341e-14,8.202215549327987e-40
-137.759977599776,2.6287138553624705e-14,1.071320828251515e-39
-137.59997599976,2.835715412975027e-14,1.398716318959989e-39
-137.439974399744,3.058655582943886e-14,1.8254143424702656e-39
-137.279972799728,3.29873259876215e-14,2.3813048599612448e-39
-137.11997119971198,3.557232498352739e-14,3.1052048891645516e-39
-136.959969599696,3.8355353833240406e-14,4.047503634826926e-39
-136.79996799968,4.135122111287871e-14,5.27358507733125e-39
-136.639966399664,4.4575814502379536e-14,6.86825465625029e-39
-136.479964799648,4.8046177258610246e-14,8.941462199951222e-39
-136.31996319963199,5.178058994641808e-14,1.1635697543479283e-38
-136.159961599616,5.579865777734054e-14,1.5135543679456827e-38
-135.9999599996,6.012140392814005e-14,1.968001163747671e-38
-135.839958399584,6.477136923511528e-14,2.55784603444267e-38
-135.679956799568,6.977271868541039e-14,3.323113469573591e-38
-135.519955199552,7.515135515337427e-14,4.315565031875912e-38
-135.359953599536,8.09350408584262e-14,5.602113239678916e-38
-135.19995199951998,8.715352705112172e-14,7.269220192697188e-38
-135.039950399504,9.383869246606048e-14,9.428562592130091e-38
-134.879948799488,1.0102469111430144e-13,1.2224324667465637e-37
-134.719947199472,1.0874811002387183e-13,1.5842582828948484e-37
-134.559945599456,1.1704813757518842e-13,2.052337686785203e-37
-134.39994399943998,1.2596674311864736e-13,2.6576230203064717e-37
-134.239942399424,1.3554886860449307e-13,3.440009619544652e-37
-134.079940799408,1.4584263300059111e-13,4.450898189042477e-37
-133.919939199392,1.568995503217925e-13,5.756485123082242e-37
-133.759937599376,1.6877476214565509e-13,7.441985785636452e-37
-133.59993599935999,1.815272855433012e-13,9.617052987374268e-37
-133.439934399344,1.9522027741137265e-13,1.2422725954716515e-36
-133.27993279932798,2.0992131625171695e-13,1.6040338310788805e-36
-133.119931199312,2.257027025094774e-13,2.0702932497271287e-36
-132.959929599296,2.426417786482859e-13,2.670987967015532e-36
-132.79992799928,2.6082127021301797e-13,3.444559730691406e-36
-132.639926399264,2.8032964920667803e-13,4.4403502876154645e-36
-132.47992479924798,3.0126152118849173e-13,5.721665529639729e-36
-132.319923199232,3.2371803758526043e-13,7.369693475735991e-36
-132.159921599216,3.47807334798276e-13,9.488511888654566e-36
-131.9999199992,3.7364500178311985e-13,1.2211485848500092e-35
-131.839918399184,4.0135457788046803e-13,1.5709437621319732e-35
-131.67991679916798,4.3106808278246387e-13,2.0201075364490853e-35
-131.519915199152,4.629265806316186e-13,2.596629954742033e-35
-131.35991359913598,4.970807803682824e-13,3.3363173958216564e-35
-131.19991199912,5.336916745682007e-13,4.284956132828661e-35
-131.039910399104,5.729312191445953e-13,5.501069396480358e-35
-130.87990879908799,6.149830564292626e-13,7.059429253350187e-35
-130.719907199072,6.600432842954243e-13,9.055528047789576e-35
-130.55990559905598,7.083212741414863e-13,1.1611269173109753e-34
-130.39990399904,7.600405407198266e-13,1.4882206595708161e-34
-130.239902399024,8.1543966696932e-13,1.9066750712845894e-34
-130.079900799008,8.747732871940689e-13,2.4417869644817343e-34
-129.919899198992,9.383131321251085e-13,3.1257956075518906e-34
-129.75989759897598,1.0063491396069443e-12,3.999770798411426e-34
-129.59989599896,1.0791906348663538e-12,5.116009677810849e-34
-129.43989439894398,1.1571675845497501e-12,6.541078068279595e-34
-129.279892798928,1.2406319289548865e-12,8.35966801594439e-34
-129.119891198912,1.329958997137266e-12,1.0679488497515724e-33
-128.95988959889598,1.425549009837965e-12,1.3637463366475621e-33
-128.79988799888,1.5278286754619784e-12,1.7407582608231057e-33
-128.63988639886398,1.6372528846331745e-12,2.2210843693007575e-33
-128.479884798848,1.7543065091642728e-12,2.8327834076836242e-33
-128.31988319883197,1.879506311610984e-12,3.611464975193191e-33
-128.15988159881599,2.013402971925553e-12,4.602302577133359e-33
-127.99987999879998,2.156583238092015e-12,5.862578237543007e-33
-127.83987839878398,2.30967220800945e-12,7.464897664123206e-33
-127.67987679876799,2.473335750296129e-12,9.50125093780851e-33
-127.51987519875199,2.6482830721138803e-12,1.2088138898242517e-32
-127.35987359873599,2.8352694425611797e-12,1.537304215104765e-32
-127.19987199871998,3.0350990806570496e-12,1.954258085634874e-32
-127.03987039870398,3.2486282174345668e-12,2.48328028252057e-32
-126.879868798688,3.4767683421870806e-12,3.1542149518582914e-32
-126.71986719867199,3.720489643459992e-12,4.004779001707373e-32
-126.55986559865599,3.980824655960223e-12,5.082618903167236e-32
-126.39986399863999,4.258872125164675e-12,6.447899544569529e-32
-126.23986239862398,4.555801102047986e-12,8.17656138042987e-32
-126.07986079860798,4.8728552810236645e-12,1.0364416642740847e-31
-125.91985919859198,5.2113575948983296e-12,1.3132298564639229e-31
-125.75985759857599,5.572715081382939e-12,1.6632531552198358e-31
-125.59985599855999,5.958424036483631e-12,2.105705770218996e-31
-125.43985439854399,6.370075470915878e-12,2.6647639329254997e-31
-125.27985279852798,6.809360886545112e-12,3.3708662374320715e-31
-125.11985119851198,7.278078390761535e-12,4.262319686451153e-31
-124.95984959849598,7.778139167644982e-12,5.38731343814079e-31
-124.79984799847999,8.311574325772296e-12,6.806442671820182e-31
-124.63984639846399,8.880542143563761e-12,8.595870443892852e-31
-124.47984479844798,9.487335734162147e-12,1.0851287114814358e-30
-124.31984319843198,1.013439115298861e-11,1.3692866414136533e-30
-124.15984159841598,1.0824295972325717e-11,1.7271466359101884e-30
-123.99983999839998,1.1559798348543635e-11,2.177638439041261e-30
-123.83983839838399,1.234381660891111e-11,2.7445052132968238e-30
-123.67983679836799,1.3179449386326356e-11,3.457514971667832e-30
-123.51983519835198,1.4069986331756556e-11,4.353973704371952e-30
-123.35983359833598,1.5018919435707096e-11,5.4806145258859504e-30
-123.19983199831998,1.602995499163873e-11,6.895955276538915e-30
-123.03983039830399,1.710702623592879e-11,8.673239483340129e-30
-122.87982879828797,1.8254306700730213e-11,1.0904103455322508e-29
-122.71982719827199,1.9476224317916947e-11,1.3703146842030968e-29
-122.55982559825598,2.0777476314238223e-11,1.7213626803384142e-29
-122.39982399823998,2.2163044939807625e-11,2.1614548979097492e-29
-122.23982239822398,2.3638214074175636e-11,2.7129494116692234e-29
-122.07982079820798,2.520858675643129e-11,3.403760049080325e-29
-121.91981919819199,2.688010368809548e-11,4.26872227858133e-29
-121.75981759817599,2.8659062759980142e-11,5.351291243066585e-29
-121.59981599815998,3.055213965671553e-11,6.705651802458543e-29
-121.43981439814398,3.2566409595290724e-11,8.399339431271507e-29
-121.27981279812798,3.470937025671349e-11,1.0516494257253457e-28
-121.11981119811198,3.698896597278469e-11,1.3161899459791615e-28
-120.95980959809597,3.9413613232995266e-11,1.6465990942958836e-28
-120.79980799807998,4.1992227579712635e-11,2.0591069219509164e-28
-120.63980639806398,4.4734251963112116e-11,2.573899870642776e-28
-120.47980479804798,4.7649686630748544e-11,3.2160746493514654e-28
-120.31980319803198,5.074912063026287e-11,4.016819499155619e-28
-120.15980159801597,5.404376500745535e-11,5.014876423693903e-28
-119.99979999799999,5.754548778588714e-11,6.258350436546469e-28
-119.83979839798398,6.126685081824633e-11,7.806947218733407e-28
-119.67979679796798,6.522114860398332e-11,9.734739440992609e-28
-119.51979519795198,6.942244917216799e-11,1.213358518363171e-27
-119.35979359793598,7.388563713315978e-11,1.5117350356840312e-27
-119.19979199791997,7.862645900751802e-11,1.882712197912254e-27
-119.03979039790397,8.366157094563205e-11,2.343764206893362e-27
-118.87978879788798,8.900858895679487e-11,2.9165244526104497e-27
-118.71978719787198,9.468614177194431e-11,3.627764190079453e-27
-118.55978559785598,1.0071392646998484e-10,4.510598802432894e-27
-118.39978399783998,1.0711276700357242e-10,5.6059739348883495e-27
