x,sum,gauss
-140.0,7.224077430365074e-10,3.31311181489871e-35
-139.839998399984,7.490121909754018e-10,4.2028616311697236e-35
-139.679996799968,7.765627620552258e-10,5.329579173152634e-35
-139.519995199952,8.050918812399307e-10,6.755843357739888e-35
-139.359993599936,8.346330422660396e-10,8.560616692477078e-35
-139.19999199992,8.652208414633957e-10,1.0843496884602732e-34
-139.03999039990399,8.968910126019929e-10,1.37300618468016e-34
-138.879988799888,9.296804627945998e-10,1.7378586708661081e-34
-138.719987199872,9.636273094859301e-10,2.1988481768464795e-34
-138.559985599856,9.987709185597514e-10,2.781088822624454e-34
-138.39998399984,1.035151943596349e-09,3.51619783777475e-34
-138.239982399824,1.0728123663136743e-09,4.443964413812786e-34
-138.079980799808,1.1117955382261937e-09,5.614442904654516e-34
-137.919979199792,1.1521462235568046e-09,7.090577266698015e-34
-137.759977599776,1.19391064343767e-09,8.951490297728882e-34
-137.59997599976,1.2371365214372616e-09,1.1296604489439852e-33
-137.439974399744,1.2818731304516736e-09,1.4250802762940376e-33
-137.279972799728,1.328171340999289e-09,1.7970889011227868e-33
-137.11997119971198,1.3760836709592235e-09,2.2653672711626712e-33
-136.959969599696,1.4256643367946477e-09,2.8546081977716172e-33
-136.79996799968,1.476969306303746e-09,3.595780911921181e-33
-136.639966399664,1.5300563529417405e-09,4.5277116812305835e-33
-136.479964799648,1.5849851117588543e-09,5.699058723125906e-33
-136.31996319963199,1.6418171370004294e-09,7.170778823870672e-33
-136.159961599616,1.70061596141625e-09,9.019206899901736e-33
-135.9999599996,1.761447157327935e-09,1.1339899333572187e-32
-135.839958399584,1.8243783995041726e-09,1.4252428662280923e-32
-135.679956799568,1.8894795298950165e-09,1.790636280799972e-32
-135.519955199552,1.9568226242781727e-09,2.2488718617787147e-32
-135.359953599536,2.0264820608710397e-09,2.823324965842064e-32
-135.19995199951998,2.0985345909643612e-09,3.5432015198992697e-32
-135.039950399504,2.1730594116342645e-09,4.4449785112094856e-32
-134.879948799488,2.25013824059161e-09,5.574196895072581e-32
-134.719947199472,2.3298553932284384e-09,6.987692278992991e-32
-134.559945599456,2.412297861923607e-09,8.756369205439459e-32
-134.39994399943998,2.4975553976710238e-09,1.0968650172733403e-31
-134.239942399424,2.5857205940953795e-09,1.3734761844251773e-31
-134.079940799408,2.6768889739226787e-09,1.7192059603469102e-31
-133.919939199392,2.7711590779738395e-09,2.1511639444719795e-31
-133.759937599376,2.868632556752098e-09,2.690654527469929e-31
-133.59993599935999,2.9694142646966752e-09,3.3641952655967323e-31
-133.439934399344,3.073612357176716e-09,4.204780007169952e-31
-133.27993279932798,3.181338390302218e-09,5.253444989083842e-31
-133.119931199312,3.292707423629734e-09,6.5612098231617575e-31
-132.959929599296,3.407838125843778e-09,8.191482183910696e-31
-132.79992799928,3.5268528834960893e-09,1.0223035825210348e-30
-132.639926399264,3.6498779128873296e-09,1.275369719513649e-30
-132.47992479924798,3.7770433751787395e-09,1.5904907491629598e-30
-132.319923199232,3.908483494822058e-09,1.982736586386861e-30
-132.159921599216,4.044336681400085e-09,2.470800727858529e-30
-131.9999199992,4.184745654971269e-09,3.0778627375886994e-30
-131.839918399184,4.329857575014803e-09,3.832653893323896e-30
-131.67991679916798,4.479824173075502e-09,4.770773339772706e-30
-131.519915199152,4.634801889209301e-09,5.936313007956669e-30
-131.35991359913598,4.794952012334223e-09,7.383862960544433e-30
-131.19991199912,4.960440824592854e-09,9.180985271164937e-30
-131.039910399104,5.131439749836758e-09,1.1411264726485193e-29
-130.87990879908799,5.308125506344484e-09,1.4178069390442945e-29
-130.719907199072,5.490680263888866e-09,1.760918441319031e-29
-130.55990559905598,5.679291805272104e-09,2.1862519651857754e-29
-130.39990399904,5.8741536924493e-09,2.713313722048963e-29
-130.239902399024,6.075465437365764e-09,3.3661900862373094e-29
-130.079900799008,6.28343267763483e-09,4.174611730762042e-29
-129.919899198992,6.498267357187571e-09,5.17526233076991e-29
-129.75989759897598,6.72018791202877e-09,6.413387419636239e-29
-129.59989599896,6.949419461236123e-09,7.944771471783551e-29
-129.43989439894398,7.1861940033446134e-09,9.838166548649852e-29
-129.279892798928,7.430750618259805e-09,1.2178274488044443e-28
-129.119891198912,7.683335674849366e-09,1.5069407382578302e-28
-128.95988959889598,7.944203044364135e-09,1.8639978879915565e-28
-128.79988799888,8.213614319844784e-09,2.3048012740453593e-28
-128.63988639886398,8.491839041674452e-09,2.8487896436154454e-28
-128.479884798848,8.779154929439888e-09,3.519865798244442e-28
-128.31988319883197,9.075848120270495e-09,4.347410562408044e-28
-128.15988159881599,9.38221341382581e-09,5.367524482498653e-28
-127.99987999879998,9.698554524109196e-09,6.624547812811266e-28
-127.83987839878398,1.0025184338286779e-08,8.172920435455543e-28
-127.67987679876799,1.0362425182698346e-08,1.0079456854473695e-27
-127.51987519875199,1.0710609096248691e-08,1.2426127814923237e-27
-127.35987359873599,1.1070078111374292e-08,1.5313460047929261e-27
-127.19987199871998,1.1441184542784244e-08,1.8864689886542072e-27
-127.03987039870398,1.182429128417907e-08,2.3230835946869444e-27
-126.879868798688,1.221977211315713e-08,2.8596891827800083e-27
-126.71986719867199,1.2628012004521319e-08,3.518938318504052e-27
-126.55986559865599,1.304940745220629e-08,4.3285586193664594e-27
-126.39986399863999,1.3484366800049675e-08,5.322476827635818e-27
-126.23986239862398,1.3933310581637692e-08,6.542188939488343e-27
-126.07986079860798,1.4396671869460175e-08,8.038429602023025e-27
-125.91985919859198,1.4874896633615676e-08,9.873205354000285e-27
-125.75985759857599,1.5368444110313136e-08,1.21222700463281e-26
-125.59985599855999,1.5877787180423672e-08,1.4878137432814106e-26
-125.43985439854399,1.6403412758338602e-08,1.825374607111265e-26
-125.27985279852798,1.6945822191400575e-08,2.2386916041790645e-26
-125.11985119851198,1.7505531670176972e-08,2.7445766451306654e-26
-124.95984959849598,1.8083072649852495e-08,3.3635298281227466e-26
-124.79984799847999,1.8678992283025467e-08,4.1205390143159303e-26
-124.63984639846399,1.929385386419655e-08,5.0460506414153665e-26
-124.47984479844798,1.9928237286246997e-08,6.177147988534647e-26
-124.31984319843198,2.058273950921032e-08,7.558980664966176e-26
-124.15984159841598,2.1257975041646667e-08,9.246498211594549e-26
-123.99983999839998,2.1954576434939108e-08,1.1306551692909672e-25
-123.83983839838399,2.267319479083452e-08,1.382044039931503e-25
-123.67983679836799,2.3414500282562787e-08,1.6886996729005499e-25
-123.51983519835198,2.4179182689872723e-08,2.0626321521996368e-25
-123.35983359833598,2.496795194833256e-08,2.5184305230402223e-25
-123.19983199831998,2.5781538713249077e-08,3.07380981128829e-25
-123.03983039830399,2.662069493856944e-08,3.750272607637931e-25
-122.87982879828797,2.7486194471134966e-08,4.573908897929036e-25
-122.71982719827199,2.837883366066645e-08,5.57636265023456e-25
-122.55982559825598,2.9299431985869686e-08,6.795999469625977e-25
-122.39982399823998,3.0248832697053424e-08,8.279316595289594e-25
-122.23982239822398,3.1227903475668185e-08,1.0082644871933342e-24
-122.07982079820798,3.223753711117632e-08,1.2274202352955077e-24
-121.91981919819199,3.327865219567518e-08,1.4936571214760849e-24
-121.75981759817599,3.435219383670727e-08,1.816968407165778e-24
-121.59981599815998,3.54591343886927e-08,2.2094423046196672e-24
-121.43981439814398,3.66004742034385e-08,2.685695562818616e-24
-121.27981279812798,3.7777242400180384e-08,3.263395611136454e-24
-121.11981119811198,3.8990497655626024e-08,3.963889102179371e-24
-120.95980959809597,4.024132901448072e-08,4.812958238990349e-24
-120.79980799807998,4.153085672093946e-08,5.841730509181915e-24
-120.63980639806398,4.2860233071648736e-08,7.087772513222283e-24
-120.47980479804798,4.423064329064178e-08,8.596404625083213e-24
-120.31980319803198,4.5643306426770713e-08,1.0422280449905906e-23
-120.15980159801597,4.709947627416205e-08,1.2631283670083855e-23
-119.99979999799999,4.8600442316238415e-08,1.530280516531629e-23
-119.83979839798398,5.0147530693855015e-08,1.853247557105677e-23
-119.67979679796798,5.1742105198115684e-08,2.2435443079983964e-23
-119.51979519795198,5.3385568288440004e-08,2.7150303739691886e-23
