x,sum,gauss
-140.0,1.6579398160286562e-09,1.9480988542155873e-41
-139.839998399984,1.7173391869122643e-09,2.5862111902109106e-41
-139.679996799968,1.7787729709684732e-09,3.431821349202719e-41
-139.519995199952,1.8423073568042279e-09,4.551903498003775e-41
-139.359993599936,1.908010561090154e-09,6.034886553626561e-41
-139.19999199992,1.9759528863696543e-09,7.997474502691445e-41
-139.03999039990399,2.0462067803722352e-09,1.059361797345008e-40
-138.879988799888,2.1188468968653935e-09,1.4026310225090306e-40
-138.719987199872,2.1939501580805213e-09,1.8563089662796753e-40
-138.559985599856,2.2715958187484785e-09,2.455640425108383e-40
-138.39998399984,2.3518655317815032e-09,3.2470350416119073e-40
-138.239982399824,2.434843415638798e-09,4.291576577590554e-40
-138.079980799808,2.5206161234133707e-09,5.66962646154333e-40
-137.919979199792,2.6092729136792245e-09,7.486860076972088e-40
-137.759977599776,2.700905723137671e-09,9.882178086351016e-40
-137.59997599976,2.7956092411032298e-09,1.303807049772866e-39
-137.439974399744,2.893480985869706e-09,1.7194187701655334e-39
-137.279972799728,2.9946213829977423e-09,2.2665102708131337e-39
-137.11997119971198,3.0991338455664685e-09,2.986354836057689e-39
-136.959969599696,3.2071248564315934e-09,3.933080324279834e-39
-136.79996799968,3.3187040525343228e-09,5.1776407366059855e-39
-136.639966399664,3.4339843113050273e-09,6.813004858403647e-39
-136.479964799648,3.5530818392069892e-09,8.960931846442035e-39
-136.31996319963199,3.676116262466537e-09,1.1780815089221832e-38
-136.159961599616,3.803210720035812e-09,1.5481220417506134e-38
-135.9999599996,3.9344919588361984e-09,2.033493264514118e-38
-135.839958399584,4.070090431330547e-09,2.669856822814112e-38
-135.679956799568,4.210140395473101e-09,3.5038128028016945e-38
-135.519955199552,4.354780017087729e-09,4.5962274055832485e-38
-135.359953599536,4.5041514747244364e-09,6.026564517033328e-38
-135.19995199951998,4.658401067046465e-09,7.898521452709828e-38
-135.039950399504,4.81767932279969e-09,1.0347358195976601e-37
-134.879948799488,4.9821411134183575e-09,1.3549424653443273e-37
-134.719947199472,5.15194576832031e-09,1.773453944617371e-37
-134.559945599456,5.327257192947349e-09,2.3202066357495887e-37
-134.39994399943998,5.5082439896063685e-09,3.034178341564628e-37
-134.239942399424,5.6950795811673255e-09,3.9660960982466016e-37
-134.079940799408,5.887942337676466e-09,5.1819480096383234e-37
-133.919939199392,6.087015705942143e-09,6.767535762017393e-37
-133.759937599376,6.2924883421530805e-09,8.83437351043393e-37
-133.59993599935999,6.504554247589065e-09,1.1527327819371819e-36
-133.439934399344,6.723412907484624e-09,1.5034508002539196e-36
-133.27993279932798,6.949269433108156e-09,1.9600063874768162e-36
-133.119931199312,7.182334707118326e-09,2.5540738015224013e-36
-132.959929599296,7.4228255322622635e-09,3.326726421568528e-36
-132.79992799928,7.670964783479486e-09,4.3312018322198136e-36
-132.639926399264,7.926981563476452e-09,5.63647319955617e-36
-132.47992479924798,8.191111361839512e-09,7.331859940047888e-36
-132.319923199232,8.463596217751302e-09,9.532977397671238e-36
-132.159921599216,8.744684886380482e-09,1.238941088179296e-35
-131.9999199992,9.034633009012608e-09,1.609460929424935e-35
-131.839918399184,9.333703286991992e-09,2.0898634482944253e-35
-131.67991679916798,9.642165659546163e-09,2.7124583081375466e-35
-131.519915199152,9.96029748556314e-09,3.518972901276681e-35
-131.35991359913598,1.0288383729395387e-08,4.563273120088874e-35
-131.19991199912,1.0626717150762434e-08,5.914863038447516e-35
-131.039910399104,1.0975598498827852e-08,7.663384429115177e-35
-130.87990879908799,1.1335336710524439e-08,9.924399111905928e-35
-130.719907199072,1.1706249113204159e-08,1.284681646630033e-34
-130.55990559905598,1.208866163169032e-08,1.6622429807985392e-34
-130.39990399904,1.248290899980829e-08,2.1498154776055417e-34
-130.239902399024,1.2889334976475273e-08,2.779172810815632e-34
-130.079900799008,1.3308292566426719e-08,3.5911835987122114e-34
-129.919899198992,1.37401442456609e-08,4.638390996953664e-34
-129.75989759897598,1.418526219168308e-08,5.988317116202741e-34
-129.59989599896,1.4644028518629975e-08,7.727693986524851e-34
-129.43989439894398,1.5116835517359177e-08,9.967878382834266e-34
-129.279892798928,1.5604085900585202e-08,1.2851778585420547e-33
-129.119891198912,1.610619305314887e-08,1.6562711172690644e-33
-128.95988959889598,1.6623581287503565e-08,2.133572041990431e-33
-128.79988799888,1.7156686104505302e-08,2.7472038381873572e-33
-128.63988639886398,1.7705954459594067e-08,3.535754859188152e-33
-128.479884798848,1.8271845034452284e-08,4.5486351044546e-33
-128.31988319883197,1.885482851423137e-08,5.8490824066808736e-33
-128.15988159881599,1.9455387870433174e-08,7.517995665651936e-33
-127.99987999879998,2.007401864953855e-08,9.658820415857426e-33
-127.83987839878398,2.071122926747098e-08,1.2403772762448613e-32
-127.67987679876799,2.1367541309989735e-08,1.592176467828636e-32
-127.51987519875199,2.204348983910193e-08,2.042849110335906e-32
-127.35987359873599,2.2739623705587884e-08,2.619926262412704e-32
-127.19987199871998,2.3456505867732547e-08,3.3585323537990196e-32
-127.03987039870398,2.41947137163563e-08,4.3034592398970287e-32
-126.879868798688,2.4954839406242053e-08,5.511801148953795e-32
-126.71986719867199,2.5737490194050472e-08,7.056300665782869e-32
-126.55986559865599,2.6543288782822414e-08,9.029595669326601e-32
-126.39986399863999,2.7372873673162318e-08,1.1549607338309548e-31
-126.23986239862398,2.8226899521200862e-08,1.4766372661508087e-31
