x,sum,gauss
-140.0,3.249530457221805e-10,1.5962641014167963e-06
-139.839998399984,3.6380562224933025e-10,1.6882086190052887e-06
-139.679996799968,4.071483391932795e-10,1.785165199946495e-06
-139.519995199952,4.5548078627652455e-10,1.8873899734810462e-06
-139.359993599936,5.09355828352294e-10,1.995151172017473e-06
-139.19999199992,5.69385022376238e-10,2.1087296487129305e-06
-139.03999039990399,6.362445564702204e-10,2.228419414328872e-06
-138.879988799888,7.106817584575929e-10,2.35452819393469e-06
-138.719987199872,7.935222252691324e-10,2.487378004043778e-06
-138.559985599856,8.856776289534737e-10,2.6273057507749637e-06
-138.39998399984,9.881542597010806e-10,2.7746638496425955e-06
-138.239982399824,1.1020623713292414e-09,2.92982086758801e-06
-138.079980799808,1.228626400103596e-09,3.093162187873218e-06
-137.919979199792,1.3691961336185263e-09,3.26509069846777e-06
-137.759977599776,1.525258912751679e-09,3.446027504566932e-06
-137.59997599976,1.6984529564806623e-09,3.6364126658879295e-06
-137.439974399744,1.890581906635637e-09,3.836705959399139e-06
-137.279972799728,2.103630697493644e-09,4.04738766814288e-06
-137.11997119971198,2.3397828635424224e-09,4.26895939682128e-06
-136.959969599696,2.6014394077857646e-09,4.50194491481872e-06
-136.79996799968,2.891239362681664e-09,4.7468910273422724e-06
-136.639966399664,3.212082186233792e-09,5.004368475364691e-06
-136.479964799648,3.567152146953999e-09,5.274972865060574e-06
-136.31996319963199,3.9599448634247635e-09,5.559325627429647e-06
-136.159961599616,4.394296177067865e-09,5.858075008803668e-06
-135.9999599996,4.874413550536819e-09,6.171897092937599e-06
-135.839958399584,5.404910198941252e-09,6.501496855385064e-06
-135.679956799568,5.990842176961513e-09,6.847609250860977e-06
-135.519955199552,6.63774866187874e-09,7.211000334293681e-06
-135.359953599536,7.351695690702434e-09,7.592468416266227e-06
-135.19995199951998,8.139323629008167e-09,7.99284525354835e-06
-135.039950399504,9.007898669866336e-09,8.412997275412847e-06
-134.879948799488,9.96536868345198e-09,8.853826846430938e-06
-134.719947199472,1.10204237616423e-08,9.316273566432459e-06
-134.559945599456,1.2182561827241996e-08,9.801315608311783e-06
-134.39994399943998,1.3462159704517536e-08,1.0309971094354412e-05
-134.239942399424,1.4870550076555104e-08,1.0843299511746447e-05
-134.079940799408,1.642010478572567e-08,1.1402403167924396e-05
-133.919939199392,1.8124324966300376e-08,1.1988428686406203e-05
-133.759937599376,1.9997938533175842e-08,1.2602568543734426e-05
-133.59993599935999,2.2057005587824125e-08,1.3246062648148818e-05
-133.439934399344,2.4319032342100356e-08,1.3920199960585434e-05
-133.27993279932798,2.680309420257522e-08,1.4626320158588128e-05
-133.119931199312,2.9529968702685216e-08,1.53658153436921e-05
-132.959929599296,3.2522279017404977e-08,1.6140131792825285e-05
-132.79992799928,3.5804648845409445e-08,1.6950771754244585e-05
-132.639926399264,3.9403869496996e-08,1.7799295288502844e-05
-132.47992479924798,4.3349080082500796e-08,1.8687322154917257e-05
-132.319923199232,4.7671961755655194e-08,1.9616533743975707e-05
-132.159921599216,5.240694702953708e-08,2.0588675056095966e-05
-131.9999199992,5.759144524945626e-08,2.1605556727111268e-05
-131.839918399184,6.326608537755997e-08,2.2669057100827616e-05
-131.67991679916798,6.94749773181753e-08,2.3781124348960668e-05
-131.519915199152,7.626599309105463e-08,2.4943778638716124e-05
-131.35991359913598,8.36910692419601e-08,2.6159114348245396e-05
-131.19991199912,9.180653196635674e-08,2.742930233015437e-05
-131.039910399104,1.0067344651267725e-07,2.8756592223207967e-05
-130.87990879908799,1.1035799252654675e-07,3.0143314812315342e-05
-130.719907199072,1.209318670967488e-07,3.1591884436835736e-05
-130.55990559905598,1.3247271736756445e-07,3.3104801447192947e-05
-130.39990399904,1.4506460469032754e-07,3.468465470972168e-05
-130.239902399024,1.5879850239992884e-07,3.633412415962479e-05
-130.079900799008,1.7377282941910117e-07,3.805598340184425e-05
-129.919899198992,1.9009402201501242e-07,3.985310235959606e-05
-129.75989759897598,2.078771461586278e-07,4.172844997025137e-05
-129.59989599896,2.2724655306728643e-07,4.368509692816732e-05
-129.43989439894398,2.483365806452193e-07,4.5726218474016936e-05
-129.279892798928,2.7129230367440406e-07,4.785509723007128e-05
-129.119891198912,2.962703357497903e-07,5.007512608083171e-05
-128.95988959889598,3.234396860972844e-07,5.2389811098310114e-05
-128.79988799888,3.5298267456044135e-07,5.480277451118367e-05
-128.63988639886398,3.8509590819153364e-07,5.731775771696585e-05
-128.479884798848,4.199913230340859e-07,5.993862433623161e-05
-128.31988319883197,4.578972948370474e-07,6.266936330786671e-05
-128.15988159881599,4.990598225937845e-07,6.551409202418861e-05
-127.99987999879998,5.437437889526094e-07,6.847705950471866e-05
-127.83987839878398,5.922343016972772e-07,7.156264960725537e-05
-127.67987679876799,6.448381206463341e-07,7.47753842748191e-05
-127.51987519875199,7.018851744670861e-07,7.811992681692124e-05
-127.35987359873599,7.637301720429119e-07,8.160108522349931e-05
-127.19987199871998,8.3075431317035e-07,8.52238155097585e-05
-127.03987039870398,9.033671034930898e-07,8.899322509003601e-05
-126.879868798688,9.820082787028769e-07,9.291457617869319e-05
-126.71986719867199,1.067149843150483e-06,9.699328921591912e-05
-126.55986559865599,1.1592982281117772e-06,0.00010123494631620433
