x,sum,gauss
-140.0,1.7106215654722905e-06,3.9608108605827214e-10
-139.839998399984,1.771761291889592e-06,4.3771070443046797e-10
-139.679996799968,1.8348763206416222e-06,4.83584535150032e-10
-139.519995199952,1.9000228874195375e-06,5.341211959935395e-10
-139.359993599936,1.9672586035798187e-06,5.897791218667225e-10
-139.19999199992,2.0366424866182285e-06,6.510602025068058e-10
-139.03999039990399,2.1082349916048484e-06,7.185137377932955e-10
-138.879988799888,2.1820980436455027e-06,7.927407369919289e-10
-138.719987199872,2.2582950714414406e-06,8.743985903095555e-10
-138.559985599856,2.336891042024677e-06,9.642061433381063e-10
-138.39998399984,2.417952496753776e-06,1.062949207325288e-09
-138.239982399824,2.5015475886622446e-06,1.1714865407375959e-09
-138.079980799808,2.587746121259516e-06,1.2907563402877838e-09
-137.919979199792,2.676619588894176e-06,1.421783282498279e-09
-137.759977599776,2.768241218798123e-06,1.5656861599722889e-09
-137.59997599976,2.8626860149416923e-06,1.7236861598625384e-09
-137.439974399744,2.9600308038414748e-06,1.8971158355744165e-09
-137.279972799728,3.0603542824750757e-06,2.087428826530027e-09
-137.11997119971198,3.1637370684720816e-06,2.2962103848705394e-09
-136.959969599696,3.2702617527651202e-06,2.5251887722960823e-09
-136.79996799968,3.3800129549031167e-06,2.7762475948592337e-09
-136.639966399664,3.4930773812466412e-06,3.0514391484496535e-09
-136.479964799648,3.6095438862866216e-06,3.3529988529586327e-09
-136.31996319963199,3.729503537350447e-06,3.6833608587083857e-09
-136.159961599616,3.853049682983652e-06,4.0451749146913095e-09
-135.9999599996,3.98027802532407e-06,4.441324594516198e-09
-135.839958399584,4.111286696814268e-06,4.874946982713988e-09
-135.679956799568,4.2461763416318e-06,5.349453931247591e-09
-135.519955199552,4.385050202253268e-06,5.868555003718097e-09
-135.359953599536,4.528014211607148e-06,6.436282232884547e-09
-135.19995199951998,4.675177091315173e-06,7.057016825755825e-09
-135.039950399504,4.826650456568547e-06,7.735517959678825e-09
-134.879948799488,4.982548928238996e-06,8.4769538225881e-09
-134.719947199472,5.142990252880515e-06,9.2869350609055e-09
-134.559945599456,5.308095431341153e-06,1.0171550809534306e-08
-134.39994399943998,5.477988856772357e-06,1.113740749000353e-08
-134.239942399424,5.652798462896834e-06,1.219167057511065e-08
-134.079940799408,5.832655883478546e-06,1.3342109531444679e-08
-133.919939199392,6.017696624024923e-06,1.4597146164945522e-08
-133.759937599376,6.208060246847949e-06,1.5965906609243262e-08
-133.59993599935999,6.403890570714917e-06,1.7458277211937876e-08
-133.439934399344,6.6053358864304884e-06,1.90849645902646e-08
-133.27993279932798,6.81254918981527e-06,2.0857560144811e-08
-133.119931199312,7.025688433674858e-06,2.2788609338101675e-08
-132.959929599296,7.244916800496806e-06,2.489168606405245e-08
-132.79992799928,7.470402997762689e-06,2.7181472454490915e-08
-132.639926399264,7.702321577926522e-06,2.9673844490257324e-08
-132.47992479924798,7.940853285285206e-06,3.238596380684339e-08
-132.319923199232,8.186185432151536e-06,3.533637610814213e-08
-132.159921599216,8.438512306940981e-06,3.854511662676919e-08
-131.9999199992,8.698035616992395e-06,4.203382309554382e-08
-131.839918399184,8.964964969167717e-06,4.5825856722215896e-08
-131.67991679916798,9.239518391512799e-06,4.994643168840726e-08
-131.519915199152,9.521922899509196e-06,5.442275372402358e-08
-131.35991359913598,9.812415110711679e-06,5.928416834024015e-08
-131.19991199912,1.0111241911838026e-05,6.456231933747976e-08
-131.039910399104,1.0418661182667768e-05,7.029131823980233e-08
-130.87990879908799,1.0734942581402105e-05,7.650792534370215e-08
-130.719907199072,1.1060368396448019e-05,8.325174310765798e-08
-130.55990559905598,1.1395234469908883e-05,9.056542264888716e-08
-130.39990399904,1.173985119838903e-05,9.849488415562118e-08
-130.239902399024,1.2094544617057127e-05,1.0708955206708071e-07
